Name,Level,Time,Points,Date,Year
Vitor Miranda,Silo 00 Agent,1:28,87,13-Nov-17,
Joris Quevedo,Silo 00 Agent,1:28,87,17-Jun-18,
Irie Butler,Silo 00 Agent,1:28,87,4-Sep-18,
Jim Barrett,Silo 00 Agent,1:29,79,26-May-13,
Michael K,Silo 00 Agent,1:29,79,29-May-14,
Alex Anderson,Silo 00 Agent,1:29,79,16-Oct-14,
Justin St-Pierre,Silo 00 Agent,1:29,79,21-Sep-15,
Ilari Pekkala,Silo 00 Agent,1:29,79,21-Sep-12,
Trent H,Silo 00 Agent,1:30,74,1-Aug-14,
Gus Riolo,Silo 00 Agent,1:30,74,1-Sep-17,
Sakuya A,Silo 00 Agent,1:30,74,13-Sep-17,
Guilherme Alberto,Silo 00 Agent,1:31,71,19-Jan-12,
Karl Jobst,Silo 00 Agent,1:31,71,3-Aug-14,
Randy Buikema,Silo 00 Agent,1:31,71,2-Jul-15,
Axel Zakrisson,Silo 00 Agent,1:31,71,16-Aug-17,
Timmy Johansson,Silo 00 Agent,1:31,71,20-Jun-18,
Madoka Kaname,Silo 00 Agent,1:31,71,1-Dec-18,
Eddie Lovins,Silo 00 Agent,1:31,71,,
Shawn Johnson,Silo 00 Agent,1:32,64,8-Jan-12,
Henrik Norgren,Silo 00 Agent,1:32,64,13-Aug-14,
Chebon Shayen,Silo 00 Agent,1:32,64,31-Aug-17,
Scott Berger,Silo 00 Agent,1:32,64,7-Jul-18,
Ryan Koch,Silo 00 Agent,1:33,60,6-Jul-12,
Nick Rotmeyer,Silo 00 Agent,1:33,60,2-Jun-15,
Taylor v,Silo 00 Agent,1:33,60,18-Sep-17,
Wouter Jansen,Frigate Agent,0:23,100,24-Sep-05,
Bryan B,Frigate Agent,0:23,100,2-Jun-07,
Rayan I,Frigate Agent,0:23,100,4-Jul-07,
David Clemens,Frigate Agent,0:23,100,19-Mar-09,
Karl Jobst,Frigate Agent,0:23,100,11-Jul-14,
Henrik Norgren,Frigate Agent,0:23,100,15-Jul-14,
Daniel Coelho,Frigate Agent,0:23,100,16-Jun-15,
Aaron Morgan,Frigate Agent,0:23,100,13-Jul-15,
Sam Rodrigues,Frigate Agent,0:23,100,21-Dec-15,
Justin St-Pierre,Frigate Agent,0:23,100,5-Mar-16,
Luke Szklarz,Frigate Agent,0:23,100,13-Mar-16,
Dan Parker,Frigate Agent,0:23,100,25-Apr-16,
Tyler Deel,Frigate Agent,0:23,100,16-Dec-17,
Jonathan Hauptman,Frigate Agent,0:23,100,7-Jan-18,
Ryan Gibbs,Frigate Agent,0:23,100,5-Mar-18,
Vitor Miranda,Frigate Agent,0:23,100,3-Jun-18,
Gus Riolo,Frigate Agent,0:23,100,4-Jun-18,
Matthew Burden,Frigate Agent,0:23,100,21-Jun-18,
Jim Barrett,Frigate Agent,0:23,100,30-Jun-18,
Charlie Yeudall,Frigate Agent,0:23,100,5-Aug-18,
Oscar Pleininger,Frigate Agent,0:23,100,5-Dec-18,
Alex Anderson,Frigate Agent,0:24,76,24-Jan-05,
Ryan W,Frigate Agent,0:24,76,29-Aug-06,
Michael K,Frigate Agent,0:24,76,8-Mar-08,
Shawn Johnson,Frigate Agent,0:24,76,9-Jun-09,
Cliff Hampton,Frigate Agent,0:24,76,14-May-10,
Jimmy Bauer,Frigate Agent,0:24,76,14-May-10,
Luke Pettit,Frigate Agent,0:24,76,28-Nov-11,
Gregor Degenhart,Frigate Agent,0:24,76,20-Jan-13,
Taylor Victoria,Frigate Agent,0:24,76,7-Feb-15,
Philip Bezgoubov,Frigate Agent,0:24,76,18-Apr-15,
Axel Zakrisson,Frigate Agent,0:24,76,19-Oct-15,
Eric Liikala,Frigate Agent,0:24,76,22-Jan-16,
Marc Williams,Frigate Agent,0:24,76,13-Apr-16,
Taylor v,Frigate Agent,0:24,76,19-Sep-16,
Jonathan Hotinski,Frigate Agent,0:24,76,25-Sep-16,
Austin H,Frigate Agent,0:24,76,10-Aug-17,
Timmy Johansson,Frigate Agent,0:24,76,3-Oct-17,
Marc Rützou,Frigate Agent,0:24,76,27-Oct-17,
Sakuya A,Frigate Agent,0:24,76,12-Nov-17,
Aaron Budwal,Frigate Agent,0:24,76,15-Dec-17,
Craig McGrath,Frigate Agent,0:24,76,22-Feb-18,
Scott Berger,Frigate Agent,0:24,76,12-Mar-18,
Jeff Martin,Frigate Agent,0:24,76,23-Apr-18,
Irie Butler,Frigate Agent,0:24,76,29-Jul-18,
Hedson de Carvalho Soares,Frigate Agent,0:24,76,14-Aug-18,
Michael W,Frigate Agent,0:24,76,14-Sep-18,
Daniel Dickens,Frigate Agent,0:24,76,3-Oct-18,
Adam Verbsky,Frigate Agent,0:24,76,27-Oct-18,
Mike Mckelvey,Frigate Agent,0:24,76,1-Nov-18,
Joonas Kyt,Frigate Agent,0:24,76,2-Dec-18,
Henry Rodriguez,Frigate Agent,0:24,76,4-Dec-18,
Randy Buikema,Frigate Agent,0:24,76,,
Ryan Koch,Frigate Agent,0:24,76,,
Ryan Lockwood,Frigate Agent,0:24,76,,
Luke Pettit,Frigate Secret Agent,0:58,100,1-Mar-17,
Rayan I,Frigate Secret Agent,0:59,97,25-Feb-17,
Luke Szklarz,Frigate Secret Agent,0:59,97,30-Sep-18,
David Clemens,Frigate Secret Agent,1:01,94,19-Oct-09,
Bryan B,Frigate Secret Agent,1:01,94,12-May-18,
Ryan W,Frigate Secret Agent,1:02,92,20-Feb-07,
Marc Rützou,Frigate Secret Agent,1:02,92,9-Sep-10,
Daniel Coelho,Frigate Secret Agent,1:02,92,22-Jun-15,
Aaron Morgan,Frigate Secret Agent,1:02,92,9-Dec-16,
Eric Liikala,Frigate Secret Agent,1:02,92,2-May-17,
Dan Parker,Frigate Secret Agent,1:02,92,18-Dec-17,
Jonathan Hauptman,Frigate Secret Agent,1:02,92,6-Apr-18,
Charlie Yeudall,Frigate Secret Agent,1:02,92,30-Jun-18,
Jim Barrett,Frigate Secret Agent,1:02,92,4-Aug-18,
Jimmy Bauer,Frigate Secret Agent,1:03,83,24-Oct-12,
Oscar Pleininger,Frigate Secret Agent,1:03,83,22-Feb-17,
Matthew Burden,Frigate Secret Agent,1:03,83,7-Mar-17,
Jonathan Hotinski,Frigate Secret Agent,1:03,83,20-Jun-18,
Ilari Pekkala,Frigate Secret Agent,1:04,79,2-Nov-07,
Karl Jobst,Frigate Secret Agent,1:04,79,30-Sep-13,
Ryan Koch,Frigate Secret Agent,1:04,79,21-Nov-14,
Justin St-Pierre,Frigate Secret Agent,1:04,79,9-Mar-16,
Marc Williams,Frigate Secret Agent,1:04,79,1-May-16,
Sakuya A,Frigate Secret Agent,1:04,79,20-Aug-17,
Eise S,Frigate Secret Agent,1:04,79,29-Dec-17,
Hayden King,Frigate Secret Agent,1:04,79,29-May-18,
Scott Berger,Frigate Secret Agent,1:04,79,31-May-18,
Vitor Miranda,Frigate Secret Agent,1:04,79,1-Jun-18,
Ryan Lockwood,Frigate Secret Agent,1:04,79,,
Wouter Jansen,Frigate Secret Agent,1:05,68,6-Nov-05,
Shawn Johnson,Frigate Secret Agent,1:05,68,12-Aug-09,
Michael K,Frigate Secret Agent,1:05,68,6-Aug-15,
Kyle Wiebenga,Frigate Secret Agent,1:05,68,6-Jun-18,
Jeff Martin,Frigate Secret Agent,1:05,68,3-Jul-18,
Tyler Deel,Frigate Secret Agent,1:05,68,23-Jul-18,
Huzaifa P,Frigate Secret Agent,1:05,68,26-Jul-18,
Irie Butler,Frigate Secret Agent,1:05,68,5-Aug-18,
David Witten,Frigate Secret Agent,1:05,68,,
Eddie Lovins,Frigate Secret Agent,1:05,68,,
Luke Pettit,Frigate 00 Agent,1:05,100,4-Nov-12,
David Clemens,Frigate 00 Agent,1:05,100,11-Jul-15,
Jonathan Hauptman,Frigate 00 Agent,1:05,100,4-Sep-18,
Luke Szklarz,Frigate 00 Agent,1:05,100,20-Nov-18,
Marc Rützou,Frigate 00 Agent,1:07,93,14-Oct-13,
Michael K,Frigate 00 Agent,1:07,93,30-Jun-15,
Bryan B,Frigate 00 Agent,1:07,93,26-May-18,
Rayan I,Frigate 00 Agent,1:08,90,10-Oct-07,
Alex Anderson,Frigate 00 Agent,1:08,90,17-Sep-15,
Charlie Yeudall,Frigate 00 Agent,1:08,90,7-Jul-18,
Ryan W,Frigate 00 Agent,1:09,87,3-Feb-15,
Daniel Coelho,Frigate 00 Agent,1:09,87,28-Dec-15,
Shawn Johnson,Frigate 00 Agent,1:10,85,8-Sep-09,
Karl Jobst,Frigate 00 Agent,1:10,85,17-Jul-14,
Aaron Morgan,Frigate 00 Agent,1:10,85,6-Jun-15,
Jim Barrett,Frigate 00 Agent,1:10,85,15-Jun-15,
Eise S,Frigate 00 Agent,1:10,85,5-Feb-17,
Matthew Burden,Frigate 00 Agent,1:10,85,19-Feb-17,
Oscar Pleininger,Frigate 00 Agent,1:10,85,21-Feb-17,
Scott Berger,Frigate 00 Agent,1:10,85,31-May-18,
Timmy Johansson,Frigate 00 Agent,1:10,85,24-Jul-18,
Jonathan Hotinski,Frigate 00 Agent,1:11,76,25-Apr-15,
Randy Buikema,Frigate 00 Agent,1:11,76,28-Jun-15,
Justin St-Pierre,Frigate 00 Agent,1:11,76,16-Sep-15,
Chebon Shayen,Frigate 00 Agent,1:11,76,19-Jan-16,
Kyle Wiebenga,Frigate 00 Agent,1:11,76,8-Feb-17,
Greg Larkin,Frigate 00 Agent,1:11,76,6-Aug-17,
Wouter Jansen,Frigate 00 Agent,1:12,70,27-Oct-05,
David Witten,Frigate 00 Agent,1:12,70,23-Dec-11,
Jimmy Bauer,Frigate 00 Agent,1:12,70,19-Feb-12,
Tyler Deel,Frigate 00 Agent,1:12,70,10-Jan-17,
Jeff Martin,Frigate 00 Agent,1:12,70,29-Aug-17,
Irie Butler,Frigate 00 Agent,1:12,70,21-Jul-18,
Henry Rodriguez,Frigate 00 Agent,1:12,70,7-Sep-18,
Eddie Lovins,Frigate 00 Agent,1:12,70,,
Dan Cervone,Frigate 00 Agent,1:13,62,23-May-05,
Brandon Sanford,Frigate 00 Agent,1:13,62,19-Jan-06,
Ilari Pekkala,Frigate 00 Agent,1:13,62,1-Aug-06,
Axel Zakrisson,Frigate 00 Agent,1:13,62,3-Jun-09,
Ryan Koch,Frigate 00 Agent,1:13,62,22-Feb-12,
Austin H,Frigate 00 Agent,1:13,62,22-Jan-18,
Zach Mulac,Frigate 00 Agent,1:13,62,8-Sep-18,
Karl Jobst,Surface 2 Agent,0:46,100,8-Jul-18,
Ryan Gibbs,Surface 2 Agent,0:46,100,10-Jul-18,
Mike Mint,Surface 2 Agent,0:46,100,9-Aug-18,
Glan Ivin,Surface 2 Agent,0:46,100,5-Sep-18,
Daniel Coelho,Surface 2 Agent,0:46,100,22-Sep-18,
James W,Surface 2 Agent,0:46,100,18-Oct-18,
Randy Buikema,Surface 2 Agent,0:47,91,11-May-15,
Luke Szklarz,Surface 2 Agent,0:47,91,14-May-15,
Philip Bezgoubov,Surface 2 Agent,0:47,91,17-May-15,
Sam Rodrigues,Surface 2 Agent,0:47,91,24-Sep-15,
Bryan B,Surface 2 Agent,0:47,91,26-Sep-15,
Jonathan Hotinski,Surface 2 Agent,0:47,91,30-Sep-15,
Justin St-Pierre,Surface 2 Agent,0:47,91,30-Sep-15,
Walton Mattei,Surface 2 Agent,0:47,91,30-Sep-15,
Dan Parker,Surface 2 Agent,0:47,91,1-Oct-15,
Matthew Burden,Surface 2 Agent,0:47,91,1-Oct-15,
Austin Lakota,Surface 2 Agent,0:47,91,2-Oct-15,
Carl-Magnus Wall,Surface 2 Agent,0:47,91,2-Oct-15,
Michael K,Surface 2 Agent,0:47,91,2-Oct-15,
Ryan Koch,Surface 2 Agent,0:47,91,3-Oct-15,
Ilari Pekkala,Surface 2 Agent,0:47,91,3-Oct-15,
David Clemens,Surface 2 Agent,0:47,91,4-Oct-15,
Jim Barrett,Surface 2 Agent,0:47,91,4-Oct-15,
Oscar Pleininger,Surface 2 Agent,0:47,91,6-Oct-15,
Jimmy Bauer,Surface 2 Agent,0:47,91,6-Oct-15,
Gus Riolo,Surface 2 Agent,0:47,91,8-Oct-15,
Ryan W,Surface 2 Agent,0:47,91,8-Oct-15,
Eric Liikala,Surface 2 Agent,0:47,91,3-Dec-15,
Daniel Dickens,Surface 2 Agent,0:47,91,6-Dec-15,
Tyler Deel,Surface 2 Agent,0:47,91,12-Jan-16,
Taylor v,Surface 2 Agent,0:47,91,23-Jan-16,
Jezz S,Surface 2 Agent,0:47,91,25-Jan-16,
Øyvind Persvik,Surface 2 Agent,0:47,91,13-Mar-16,
Marc Rützou,Surface 2 Agent,0:47,91,18-Mar-16,
Sakuya A,Surface 2 Agent,0:47,91,30-Apr-16,
Patrik Nilsson,Surface 2 Agent,0:47,91,20-Jul-16,
Rayan I,Surface 2 Agent,0:47,91,31-Aug-16,
Jeff Martin,Surface 2 Agent,0:47,91,7-May-17,
Samuel Haycock,Surface 2 Agent,0:47,91,25-Jun-17,
Randy Chapman,Surface 2 Agent,0:47,91,29-Jun-17,
Huzaifa P,Surface 2 Agent,0:47,91,1-Jul-17,
Craig McGrath,Surface 2 Agent,0:47,91,6-Jul-17,
Timmy Johansson,Surface 2 Agent,0:47,91,31-Aug-17,
Andrew Wash,Surface 2 Agent,0:47,91,8-Sep-17,
Scott Berger,Surface 2 Agent,0:47,91,3-Oct-17,
Austin H,Surface 2 Agent,0:47,91,22-Oct-17,
Aaron Scott,Surface 2 Agent,0:47,91,22-Oct-17,
Vitor Miranda,Surface 2 Agent,0:47,91,5-Jan-18,
Harry Coupe,Surface 2 Agent,0:47,91,15-Jan-18,
David Gonzales,Surface 2 Agent,0:47,91,20-Jan-18,
Brent McGarvey,Surface 2 Agent,0:47,91,22-Jan-18,
Ludovic Begon,Surface 2 Agent,0:47,91,30-Jan-18,
Greg Larkin,Surface 2 Agent,0:47,91,16-Feb-18,
Jonathan Hauptman,Surface 2 Agent,0:47,91,27-Feb-18,
Irie Butler,Surface 2 Agent,0:47,91,5-Jun-18,
Chris Leon,Surface 2 Agent,0:47,91,8-Jun-18,
Eric Bergmann,Surface 2 Agent,0:47,91,10-Jun-18,
Josh Schwarz,Surface 2 Agent,0:47,91,10-Jun-18,
Adam Verbsky,Surface 2 Agent,0:47,91,10-Jun-18,
Alec M,Surface 2 Agent,0:47,91,12-Jun-18,
Terrance Collins,Surface 2 Agent,0:47,91,16-Jun-18,
Joris Quevedo,Surface 2 Agent,0:47,91,19-Jun-18,
Joonas Kyt,Surface 2 Agent,0:47,91,19-Jun-18,
Hayden King,Surface 2 Agent,0:47,91,26-Jun-18,
Henry Rodriguez,Surface 2 Agent,0:47,91,8-Jul-18,
Jakob Birkenes,Surface 2 Agent,0:47,91,5-Aug-18,
Michael W,Surface 2 Agent,0:47,91,19-Aug-18,
Michael Lightbody,Surface 2 Agent,0:47,91,21-Nov-18,
Mike Mckelvey,Surface 2 Agent,0:47,91,29-Nov-18,
Philip Bezgoubov,Surface 2 Secret Agent,0:47,100,18-Oct-17,
Ryan Gibbs,Surface 2 Secret Agent,0:47,100,14-Jan-18,
James W,Surface 2 Secret Agent,0:47,100,25-Jul-18,
Mike Mint,Surface 2 Secret Agent,0:47,100,21-Oct-18,
Randy Buikema,Surface 2 Secret Agent,0:48,93,17-May-15,
Harry Coupe,Surface 2 Secret Agent,0:48,93,8-Feb-18,
Cliff Hampton,Surface 2 Secret Agent,0:49,91,20-Jun-10,
David Clemens,Surface 2 Secret Agent,0:49,91,13-Jul-10,
Rayan I,Surface 2 Secret Agent,0:49,91,3-Jan-13,
Jimmy Bauer,Surface 2 Secret Agent,0:49,91,20-Aug-14,
Bryan B,Surface 2 Secret Agent,0:49,91,12-Mar-15,
Luke Szklarz,Surface 2 Secret Agent,0:49,91,3-May-15,
Daniel Coelho,Surface 2 Secret Agent,0:49,91,20-Oct-15,
Ilari Pekkala,Surface 2 Secret Agent,0:50,84,22-Apr-10,
Karl Jobst,Surface 2 Secret Agent,0:50,84,6-Mar-14,
Eric B,Surface 2 Secret Agent,0:50,84,1-Sep-14,
Michael K,Surface 2 Secret Agent,0:50,84,23-Jan-15,
Marc Rützou,Surface 2 Secret Agent,0:50,84,24-Mar-16,
Ryan W,Surface 2 Secret Agent,0:50,84,10-Sep-17,
Shawn Johnson,Surface 2 Secret Agent,0:51,78,21-Apr-12,
Jim Barrett,Surface 2 Secret Agent,0:51,78,4-Nov-14,
Justin St-Pierre,Surface 2 Secret Agent,0:51,78,8-Mar-15,
Eike Kusch,Surface 2 Secret Agent,0:51,78,21-Dec-17,
Adam Bozon,Surface 2 Secret Agent,0:51,78,,
Ryan Koch,Surface 2 Secret Agent,0:52,73,20-Jan-15,
Dan Parker,Surface 2 Secret Agent,0:52,73,9-Oct-15,
Oscar Pleininger,Surface 2 Secret Agent,0:53,71,11-Sep-17,
Aaron Scott,Surface 2 Secret Agent,0:53,71,23-Nov-17,
Simon Sternis,Surface 2 Secret Agent,0:54,69,17-Dec-06,
Graham Maddocks,Surface 2 Secret Agent,0:54,69,10-Apr-08,
Daniel Dickens,Surface 2 Secret Agent,0:54,69,20-Feb-16,
Jos,Surface 2 Secret Agent,0:54,69,,
Wouter Jansen,Surface 2 Secret Agent,0:55,65,21-Oct-02,
Dan Cervone,Surface 2 Secret Agent,0:55,65,9-Aug-05,
Mike Gaydeski,Surface 2 Secret Agent,0:55,65,24-Jun-06,
Walton Mattei,Surface 2 Secret Agent,0:55,65,8-Jul-15,
Rich Noe,Surface 2 Secret Agent,0:55,65,11-Feb-16,
Gus Riolo,Surface 2 Secret Agent,0:55,65,9-May-18,
Irie Butler,Surface 2 Secret Agent,0:55,65,10-May-18,
Guilherme Alberto,Surface 2 Secret Agent,0:55,65,,
David Clemens,Surface 2 00 Agent,1:23,100,2-Aug-18,
Bryan B,Surface 2 00 Agent,1:24,97,9-Jul-16,
Ilari Pekkala,Surface 2 00 Agent,1:24,97,28-Jul-18,
Marc Rützou,Surface 2 00 Agent,1:26,94,20-Jan-12,
Mike Mint,Surface 2 00 Agent,1:26,94,11-Dec-18,
Luke Szklarz,Surface 2 00 Agent,1:27,92,22-Sep-15,
Jonathan Hotinski,Surface 2 00 Agent,1:27,92,26-May-17,
Rayan I,Surface 2 00 Agent,1:28,90,28-Apr-10,
Philip Bezgoubov,Surface 2 00 Agent,1:28,90,23-Nov-14,
Ryan Koch,Surface 2 00 Agent,1:28,90,23-Dec-14,
Jonathan Hauptman,Surface 2 00 Agent,1:28,90,22-Mar-18,
Charlie Yeudall,Surface 2 00 Agent,1:28,90,18-Oct-18,
Dan Cervone,Surface 2 00 Agent,1:29,85,25-Nov-06,
Daniel Coelho,Surface 2 00 Agent,1:29,85,31-Aug-15,
James W,Surface 2 00 Agent,1:29,85,3-Jun-18,
Karl Jobst,Surface 2 00 Agent,1:30,82,2-Aug-14,
Jim Barrett,Surface 2 00 Agent,1:30,82,21-Nov-14,
Kyle Wiebenga,Surface 2 00 Agent,1:30,82,7-Feb-17,
Ryan W,Surface 2 00 Agent,1:31,79,4-Apr-07,
Shawn Johnson,Surface 2 00 Agent,1:31,79,28-Nov-10,
Alex Anderson,Surface 2 00 Agent,1:31,79,10-Jul-14,
Justin St-Pierre,Surface 2 00 Agent,1:31,79,3-Oct-15,
Ludovic Begon,Surface 2 00 Agent,1:31,79,1-Sep-16,
Irie Butler,Surface 2 00 Agent,1:31,79,31-May-18,
Glan Ivin,Surface 2 00 Agent,1:31,79,19-Aug-18,
Simon Sternis,Surface 2 00 Agent,1:31,79,,
Jimmy Bauer,Surface 2 00 Agent,1:32,71,7-Jan-07,
Graham Maddocks,Surface 2 00 Agent,1:32,71,10-Apr-08,
Guilherme Alberto,Surface 2 00 Agent,1:32,71,9-Dec-12,
Scott Berger,Surface 2 00 Agent,1:32,71,15-May-18,
Glen Stevens,Surface 2 00 Agent,1:32,71,,
Michael K,Surface 2 00 Agent,1:33,66,9-Mar-08,
Axel Zakrisson,Surface 2 00 Agent,1:33,66,15-Jun-11,
Trent H,Surface 2 00 Agent,1:33,66,1-Aug-14,
Dan Parker,Surface 2 00 Agent,1:33,66,1-Jun-16,
Sakuya A,Surface 2 00 Agent,1:33,66,1-Sep-17,
Eise S,Surface 2 00 Agent,1:34,61,7-Jan-14,
Jeff Martin,Surface 2 00 Agent,1:34,61,24-Aug-17,
Tyler Deel,Surface 2 00 Agent,1:34,61,16-Jul-18,
Jakob Birkenes,Surface 2 00 Agent,1:34,61,29-Aug-18,
Steven Haley,Surface 2 00 Agent,1:34,61,,
Leonardo Santos,Surface 2 00 Agent,1:34,61,,
Marc Rützou,Bunker 2 Agent,0:23,100,14-Mar-13,
Rayan I,Bunker 2 Agent,0:23,100,3-Jul-14,
Karl Jobst,Bunker 2 Agent,0:23,100,7-Jul-14,
David Clemens,Bunker 2 Agent,0:23,100,13-Nov-14,
Bryan B,Bunker 2 Agent,0:24,93,23-May-04,
Alex Anderson,Bunker 2 Agent,0:24,93,24-Feb-07,
Dan Cervone,Bunker 2 Agent,0:24,93,24-Feb-08,
Ilari Pekkala,Bunker 2 Agent,0:24,93,21-Feb-10,
Jimmy Bauer,Bunker 2 Agent,0:24,93,26-Mar-10,
Eise S,Bunker 2 Agent,0:24,93,16-Jun-11,
Jim Barrett,Bunker 2 Agent,0:24,93,18-Nov-12,
Luke Szklarz,Bunker 2 Agent,0:24,93,11-Feb-13,
Ryan Koch,Bunker 2 Agent,0:24,93,12-Feb-13,
Guilherme Alberto,Bunker 2 Agent,0:24,93,12-Feb-13,
Ryan W,Bunker 2 Agent,0:24,93,14-Feb-13,
Wouter Jansen,Bunker 2 Agent,0:24,93,15-Feb-13,
David Witten,Bunker 2 Agent,0:24,93,25-Feb-13,
Michael K,Bunker 2 Agent,0:24,93,4-Feb-14,
Ryan Lockwood,Bunker 2 Agent,0:24,93,30-Jun-14,
Daniel Coelho,Bunker 2 Agent,0:24,93,17-Jul-14,
Trent H,Bunker 2 Agent,0:24,93,1-Aug-14,
Henrik Norgren,Bunker 2 Agent,0:24,93,1-Aug-14,
Alec M,Bunker 2 Agent,0:24,93,3-Sep-14,
Justin St-Pierre,Bunker 2 Agent,0:24,93,7-Nov-14,
Chebon Shayen,Bunker 2 Agent,0:24,93,18-Nov-14,
Sam Rodrigues,Bunker 2 Agent,0:24,93,26-Nov-14,
Nick Franks,Bunker 2 Agent,0:24,93,17-Jan-15,
Philip Bezgoubov,Bunker 2 Agent,0:24,93,16-Apr-15,
Randy Buikema,Bunker 2 Agent,0:24,93,19-Apr-15,
Jonathan Hotinski,Bunker 2 Agent,0:24,93,8-May-15,
Dan Parker,Bunker 2 Agent,0:24,93,17-Aug-15,
Ludovic Begon,Bunker 2 Agent,0:24,93,16-Sep-15,
Jezz S,Bunker 2 Agent,0:24,93,24-Dec-15,
Tyler Deel,Bunker 2 Agent,0:24,93,28-Feb-16,
Carl-Magnus Wall,Bunker 2 Agent,0:24,93,11-Mar-16,
Oscar Pleininger,Bunker 2 Agent,0:24,93,7-Apr-16,
Austin P,Bunker 2 Agent,0:24,93,11-Apr-16,
Matthew Burden,Bunker 2 Agent,0:24,93,30-Apr-16,
Nick Rotmeyer,Bunker 2 Agent,0:24,93,20-Sep-16,
Samuel Haycock,Bunker 2 Agent,0:24,93,4-Oct-16,
Taylor v,Bunker 2 Agent,0:24,93,6-Oct-16,
Daniel Dickens,Bunker 2 Agent,0:24,93,3-Jan-17,
Gus Riolo,Bunker 2 Agent,0:24,93,3-Feb-17,
Sakuya A,Bunker 2 Agent,0:24,93,12-Aug-17,
Scott Berger,Bunker 2 Agent,0:24,93,4-Oct-17,
Randy Chapman,Bunker 2 Agent,0:24,93,20-Jan-18,
Vitor Miranda,Bunker 2 Agent,0:24,93,21-Jan-18,
Irie Butler,Bunker 2 Agent,0:24,93,4-Feb-18,
Craig McGrath,Bunker 2 Agent,0:24,93,4-Mar-18,
Dan O,Bunker 2 Agent,0:24,93,8-Mar-18,
Hayden King,Bunker 2 Agent,0:24,93,13-Mar-18,
Austin H,Bunker 2 Agent,0:24,93,14-Mar-18,
Chris Leon,Bunker 2 Agent,0:24,93,28-Mar-18,
Eric Liikala,Bunker 2 Agent,0:24,93,3-Apr-18,
Joris Quevedo,Bunker 2 Agent,0:24,93,14-Jun-18,
Joonas Kyt,Bunker 2 Agent,0:24,93,20-Jun-18,
Timmy Johansson,Bunker 2 Agent,0:24,93,21-Aug-18,
Michael W,Bunker 2 Agent,0:24,93,7-Oct-18,
Charlie Yeudall,Bunker 2 Agent,0:24,93,12-Oct-18,
John Lewis,Bunker 2 Agent,0:24,93,22-Nov-18,
Adam Verbsky,Bunker 2 Agent,0:24,93,26-Nov-18,
Troy Noojin,Bunker 2 Agent,0:24,93,27-Nov-18,
Michael Lightbody,Bunker 2 Agent,0:24,93,3-Dec-18,
Zach Mulac,Bunker 2 Agent,0:24,93,4-Dec-18,
David Clemens,Bunker 2 Secret Agent,0:44,100,11-Oct-10,
Rayan I,Bunker 2 Secret Agent,0:44,100,3-Jun-16,
Marc Rützou,Bunker 2 Secret Agent,0:45,95,28-May-15,
Luke Szklarz,Bunker 2 Secret Agent,0:45,95,8-Oct-17,
Eise S,Bunker 2 Secret Agent,0:46,93,22-Apr-15,
Henrik Norgren,Bunker 2 Secret Agent,0:46,93,2-Apr-16,
Ludovic Begon,Bunker 2 Secret Agent,0:46,93,28-Dec-17,
Jimmy Bauer,Bunker 2 Secret Agent,0:47,90,13-Nov-12,
Karl Jobst,Bunker 2 Secret Agent,0:47,90,2-Apr-14,
Bryan B,Bunker 2 Secret Agent,0:47,90,19-May-14,
Alex Anderson,Bunker 2 Secret Agent,0:47,90,27-May-15,
Daniel Coelho,Bunker 2 Secret Agent,0:47,90,28-Oct-15,
Dan Parker,Bunker 2 Secret Agent,0:47,90,7-Mar-18,
Irie Butler,Bunker 2 Secret Agent,0:47,90,21-Mar-18,
Gus Riolo,Bunker 2 Secret Agent,0:47,90,19-Nov-18,
Jim Barrett,Bunker 2 Secret Agent,0:48,82,25-Feb-14,
Justin St-Pierre,Bunker 2 Secret Agent,0:48,82,24-Mar-16,
Vitor Miranda,Bunker 2 Secret Agent,0:48,82,20-Feb-18,
Trent H,Bunker 2 Secret Agent,0:48,82,,
Luke Pettit,Bunker 2 Secret Agent,0:49,78,5-Dec-11,
Timmy Johansson,Bunker 2 Secret Agent,0:49,78,22-Aug-18,
Ryan W,Bunker 2 Secret Agent,0:50,76,21-Feb-07,
David Witten,Bunker 2 Secret Agent,0:50,76,,
Leonardo Santos,Bunker 2 Secret Agent,0:50,76,,
Ilari Pekkala,Bunker 2 Secret Agent,0:51,73,8-Jan-08,
Axel Zakrisson,Bunker 2 Secret Agent,0:51,73,30-Sep-09,
Guilherme Alberto,Bunker 2 Secret Agent,0:51,73,26-Jan-12,
Shawn Johnson,Bunker 2 Secret Agent,0:51,73,18-Mar-12,
Patrik Nilsson,Bunker 2 Secret Agent,0:51,73,15-Mar-14,
Ryan Koch,Bunker 2 Secret Agent,0:51,73,9-Nov-14,
Rich Noe,Bunker 2 Secret Agent,0:51,73,15-Feb-16,
Oscar Pleininger,Bunker 2 Secret Agent,0:51,73,21-Sep-16,
Jonathan Hotinski,Bunker 2 Secret Agent,0:51,73,11-Feb-17,
Randy Buikema,Bunker 2 Secret Agent,0:51,73,14-Feb-17,
Eric Liikala,Bunker 2 Secret Agent,0:51,73,29-Apr-17,
Scott Berger,Bunker 2 Secret Agent,0:51,73,10-Jan-18,
Daniel Dickens,Bunker 2 Secret Agent,0:51,73,19-Jul-18,
Charlie Yeudall,Bunker 2 Secret Agent,0:51,73,15-Oct-18,
Eddie Lovins,Bunker 2 Secret Agent,0:51,73,,
